"academic use only"

"corpus","preloaded/ententen20_tt31_1"
"subcorpus","-"
"concordance size","8049"
"query","Query:[tag=""N.*""& tag!=""NNSZ"" & tag!=""NNZ""& tag!=""NPZ""& tag!=""NPSZ""] [tag= ""VVN"" & lemma =""stain""][tag=""RB""]? [tag=""IN""] within < s/>;Shuffle:"
"Reference","Left","KWIC","Right"
"life-worldwide.org","stained respiratory cytology specimens, the organisms blend into the mucous blue green background. </s><s> In tissue","sections stained with","hematoxylin and eosin, PCP presents as foamy eosinophilic exudates within the lung alveoli; the organisms are"
"ibuzzle.com","started to stream down my face. </s><s> ""Sweetie?"" </s><s> Chelsea''s voice filled the emptiness of the room. </s><s> I looked up toward her, my","face stained with","tears and it was as if I saw her motherly instincts kick in. </s><s> She rushes to my side and takes hold of my hand before pulling me"
"adult-fanfiction.org",". </s><s> He was leaning casually against his truck with a satisfied grin on his face. </s><s> She turned to face him fully and huffed, her","cheeks stained with","her excitement. </s><s> ""You shouldn''t have kissed me, Devon, we can''t do that."" </s><s> His grin fell off of his face and he pushed way"
"readcentral.com","of the shining water conceal aught dangerous or aught terrible? </s><s> Oh! yes, even as beneath that snowy breast beat a","heart stained with","crime, often agitated by ardent and impetuous passions, and devoured by raging desire. </s><s> For nearly an hour did Nisida"
"floridastatehomes.com","a detached 2 CAR GARAGE WITH BREEZEWAY AND THEN ANOTHER DETACHED 2 CAR GARAGE/WORKSHOP. </s><s> Sealed decorative concrete","floors stained throughout",". </s><s> OPEN FLOOR PLAN with huge great room dining room combo. </s><s> French doors leading to den/office. </s><s> Updated kitchen with tons"
"gethooked.co.uk","can imagine what my wife was thinking when she opened the back door next morning and found my trousers and a pair of white","underpants stained in","a sort of olive green lying on the step! </s><s> If you do not like going out at night it is perfectly possible to catch sea trout"
"jtrforums.com","him by reason of the fact that he returned to his lodgings at unreasonable hours; that he had innumerable coats and","hats stained with","blood. </s><s> I have in my possession now a pair of Canadian moccasins stained with blood that the Ripper wore while on one of his"
"cabi.org",". </s><s> Detection of ''CandidatusPhytoplasma asteris'' infections is possible by microscopic examination of phloem tissue","sections stained with","the DNA fluorochrome 4''-6-diamidino-2-phenylindole (DAPI) as well as by electron microscopy. </s><s> However,"
"pregnancy-baby-care.com",", consequently preventing the entry of infectious germs into the uterus. </s><s> Thus it acts as a protective barrier. </s><s> It may be","blood stained with","a consistency similar to that of the white of an egg. </s><s> This usually happens around the 36th week of pregnancy and once it is"
"amegroups.com","+ Tbet+ cells was identified within the TME of responders (third row from top) compared to nonresponders (bottom row). </s><s>","Cases stained for","FOXP3 and CD4, clockwise fashion starting from top left panel, in (A) from a MSI-H mCRC responder to pembrolizumab,"
"thedoctorsdoctor.com","lining vascular channels, arranged in clusters, and sometimes displaying an intravascular growth pattern. </s><s> These","cells stained for","CD31, CD34, and actin. </s><s> Interestingly, prominent amyloid deposits were found in the wall of some vessels in deep dermis"
"placesofamerica.com","you missed. </s><s> Just like all good hotels this one also has a swimming pool, so you can swim a couple of laps, and if you get your","pants stained at","Comfort Inn Crystal Lake, there''s </s><s> always the guest laundromat. </s><s> Trucks could be parked here if you need a space to park a"
"labce.com","for the recognition and understanding of disease. </s><s> The following pages show microscopic photos of some select human","tissue stained with","the H&E stain. </s><s> ""Pretext"" and Review of Executive Decisionmaking in the Citizenship Census Question Case </s><s> Whatever our"
"microscopyu.com","Excitation) Ultraviolet Set </s><s> Fluorescence emission intensity from a culture of bovine pulmonary artery endothelial","cells stained with","DAPI, which targets DNA in the cell nucleus. </s><s> The ultraviolet absorption maximum of DAPI (4'',"
"asbmb.org","of these cells, a lot of them regulated by hormones, but details of this regulation are not understood. </s><s> In adipose","tissue stained with","hematoxylin and eosin, brown adipose tissue is seen to contain multiple lipid droplets (white areas) and"
"englishgratis.com","1975. </s><s> Town residents recall that the children used to go out and play in the fields, returning home later with their","legs stained with","green. </s><s> A male nurse who once tried to report this occurrence was intimidated in an attempt to prevent him from saying"
"proteinatlas.org",", pathology and cell structure. </s><s> This dictionary covering normal tissues and pathology is based on full tissue","sections stained with","hematoxylin-eosin (HE) and representative high-resolution images are displayed at different magnifications. </s><s> The"
"birdtours.co.uk","sand together with yellow and reddish clay. </s><s> The forest ride had cut through several streams resulting in pools of","water stained with","tannins, indicative of the surrounding low nutrient acidic soil. </s><s> We were fortunate to eventually see a"
"mit.edu","with a variety of designs to see what works best given the ma- terials available to your school. </s><s> If you use a slide of onion","cells stained with","iodine solution (see Sources of Chemicals), your students should be able to see cell walls and nuclei. </s><s> The CSXT"
"bosterbio.com","and conjugated streptavidin for the detection system </s><s> Secondary antibody binds endogenous IgG </s><s> Include control","slide stained without","the primary antibody to confirm whether the secondary antibody is the source of the background </s><s> Fixation reagents are"
"igg.org.uk",". </s><s> I just added a second section to make it taller and some pipework, a couple of platforms and some ladders. </s><s> The tower was","silver stained with","black and shades of brown, the platforms walkways slate grey and the platform edging, ladders and handrails were"
"mfa.org","Stain Euc vessel 40x.jpg|Eucalyptus paper pulp stained with Graff ""C"" Stain Flax 40x nodes bastshive.jpg|Flax paper","pulp stained with","Graff ""C"" Stain Cotton linter 40x taperlabel.jpg|Cotton paper pulp stained with Graff ""C"" Stain Esparto 40x se commas"
"indianetzone.com","and the fate of every creature. </s><s> Thus comforted, those chiefs of men held up their heads again, like Indra''s shining","banner stained by","sun and rain. </s><s> Clinton </s><s> Camp Miss Elk Ton is a former girl scout camp surrounded by 39-acres of timbered hills and the Elk"
"wikidot.com","seemed to hear them say. </s><s> As they stared, one of them, a rotting corpse thing, patted Talloran on the shoulder. </s><s> He took the","dagger stained in","his own blood and leaned over me. </s><s> His red eyes stared into my soul and saw each and every bad thing I had ever done. </s><s> I gulped,"
"longform.org","addicts, gold diggers, and bumbling handlers. </s><s> Constantly snorting bumps of coke, he now paired his jewelry with","shirts stained from","""blood that would just gush out of his nose at any given time."" </s><s> Storch seemed to Jackson like an animal, capable of"
"monarchygame.com","to the request. </s><s> ""You cannot blame yourself for the deeds of Dark Blu."" </s><s> Dark Blu. </s><s> Blu''s twin from another world, a dark","reflection stained by","the corrupt forces of the Demons of Tismad, Leto and Darden. </s><s> In that world, Darden joined Leto in his quest to cast his"
"foxearth.org.uk","to have been appointed bailiff. </s><s> When searched by PC Cook among other things found on Collis were the revolver, carving","knife stained with","blood, the bent barrels of a doubled barrelled gun with a broken stock, a baby''s bib, powder flask, razor, cork screw,"
"jci.org","legends appear below. </s><s> Figure 3 </s><s> DV is neuroprotective. </s><s> (A and B) Mean ischemic lesion volumes measured from brain","sections stained with","TTC (PSD 1–3) or H&E (PSD 7 and 15) in WT mice treated with different doses of DV (A) or in WT and Pln–/– mice treated as"
"thehenryford.org","printing in the kitchen. </s><s> The byproducts of his early home experiments gone awry–the eggy stench of burnt sulfur and a","bathtub stained by","resin powder–were less than popular with his wife and mother-in-law. </s><s> Ultimately, Carlson, a brilliant thinker,"
"thornography.net","rage so fucking hard against the dying of the light! </s><s> This life choice very nearly killed me. </s><s> Oh I had some fun, but it was a","fun stained with","rage. </s><s> I was angry about a lot of things, not just my own philosophical peregrinations. </s><s> I took this rage out on myself and"
"portlandpress.com","structures </s><s> We previously reported and illustrated in the present study IF microscopy using WT cells (Figure 4C). </s><s>","Cells stained with","a purified anti-Hfq antibody showed that Hfq, unlike cytoplasmic proteins, is not diffusely distributed within the"
"nmletters.org","NP transport through tissue (top right). b A cross-section of an unstained MCF-7 tissue. c A cross-section of a MCF-7","tissue stained with","eosin to map the ECM. </s><s> Areas marked in green belong to ECM while the unstained regions represent cells. </s><s> Visualization"
"gutenberg.ca","room. </s><s> At the other end was the fireplace and, at right angles to it, a high-backed settle. </s><s> On the hearth lay a pair of heavy","boots stained with","mud, and on the settle a worn leather coat and a hat. </s><s> These garments, belonging to the dead man, added the final touch of"
"indiatimes.com","a couple of the suspects. </s><s> I immediately recognised them and informed the police, who arrested them. </s><s> Two of them, had","shirts stained with","my friend''s blood. </s><s> They had even hidden their weapons,"" said Sagar. </s><s> Sagar filed a police complaint on Saturday. </s>"
